"subregion","state","INC","PRE2","model"
"Cuba","North America","462.275171","4.11121405","2007"
"Cuba","North America","490.725895","4.36313293","2008"
"Cuba","North America","516.696076","4.58721946","2009"
"Cuba","North America","527.039632","4.66646973","2010"
"Cuba","North America","542.015488","4.78166734","2011"
"Cuba","North America","569.902279","5.01103639","2012"
"Cuba","North America","599.291027","5.25720424","2013"
"Cuba","North America","616.090356","5.39742806","2014"
"Cuba","North America","624.435631","5.46843848","2015"
"Cuba","North America","636.717452","5.58046926","2016"
"Cyprus","Europe","15.5041941","2.31770994","1990"
"Cyprus","Europe","15.9497577","2.37135546","1991"
"Cyprus","Europe","16.0914586","2.37893292","1992"
"Cyprus","Europe","16.4429879","2.41863766","1993"
"Cyprus","Europe","17.0457763","2.49674154","1994"
"Cyprus","Europe","17.2370997","2.5156942","1995"
"Cyprus","Europe","17.3594238","2.52715498","1996"
"Cyprus","Europe","17.6902578","2.57082435","1997"
"Cyprus","Europe","17.9780432","2.60783762","1998"
"Cyprus","Europe","18.1103762","2.62059235","1999"
"Cyprus","Europe","18.3196058","2.62394989","2000"
"Cyprus","Europe","18.3150014","2.59773308","2001"
"Cyprus","Europe","18.5948968","2.59279252","2002"
"Cyprus","Europe","18.7089256","2.57565045","2003"
"Cyprus","Europe","18.911787","2.56873425","2004"
"Cyprus","Europe","19.2617324","2.57760157","2005"
"Cyprus","Europe","19.3775584","2.5483486","2006"
"Cyprus","Europe","20.0737535","2.57745301","2007"
"Cyprus","Europe","20.4914134","2.56339736","2008"
"Cyprus","Europe","20.9707998","2.55211936","2009"
"Cyprus","Europe","21.2522513","2.52376278","2010"
"Cyprus","Europe","21.5288384","2.48943205","2011"
"Cyprus","Europe","21.5859534","2.4688658","2012"
"Cyprus","Europe","22.1302698","2.50511749","2013"
"Cyprus","Europe","22.7239553","2.54709073","2014"
"Cyprus","Europe","23.3322383","2.58953491","2015"
"Cyprus","Europe","23.9169745","2.62654365","2016"
"Czech Republic","Europe","291.167912","2.82504075","1990"
"Czech Republic","Europe","286.450165","2.77895537","1991"
"Czech Republic","Europe","282.835236","2.74274644","1992"
"Czech Republic","Europe","284.524031","2.75864701","1993"
"Czech Republic","Europe","307.411167","2.98265601","1994"
"Czech Republic","Europe","320.941987","3.11878308","1995"
"Czech Republic","Europe","337.836931","3.28911039","1996"
"Czech Republic","Europe","356.974847","3.48094847","1997"
"Czech Republic","Europe","374.773711","3.65882469","1998"
"Czech Republic","Europe","389.307411","3.80395941","1999"
"Czech Republic","Europe","413.367491","4.04226378","2000"
"Czech Republic","Europe","436.607119","4.26962529","2001"
"Czech Republic","Europe","455.731066","4.45287922","2002"
"Czech Republic","Europe","478.425301","4.66998236","2003"
"Czech Republic","Europe","498.396941","4.85784409","2004"
"Czech Republic","Europe","517.945528","5.03868281","2005"
"Czech Republic","Europe","519.746827","5.0431464","2006"
"Czech Republic","Europe","524.87154","5.07549737","2007"
"Czech Republic","Europe","534.541588","5.14957094","2008"
"Czech Republic","Europe","539.896261","5.18250608","2009"
"Czech Republic","Europe","537.912174","5.14659708","2010"
"Czech Republic","Europe","536.438206","5.12028899","2011"
"Czech Republic","Europe","540.281526","5.14990025","2012"
"Czech Republic","Europe","538.538513","5.1297157","2013"
"Czech Republic","Europe","529.788212","5.03814389","2014"
"Czech Republic","Europe","527.908255","4.99408837","2015"
"Czech Republic","Europe","521.750592","4.90778674","2016"
"Denmark","Europe","538.053063","10.4663547","1990"
"Denmark","Europe","541.460582","10.5051678","1991"
"Denmark","Europe","548.165335","10.6017078","1992"
"Denmark","Europe","556.971859","10.7379291","1993"
"Denmark","Europe","563.285015","10.8251857","1994"
"Denmark","Europe","571.044991","10.9212197","1995"
"Denmark","Europe","595.383379","11.328842","1996"
"Denmark","Europe","611.357048","11.5860349","1997"
"Denmark","Europe","651.079534","12.2944015","1998"
"Denmark","Europe","716.309571","13.4802037","1999"
"Denmark","Europe","752.424505","14.1081797","2000"
"Denmark","Europe","798.454375","14.9162874","2001"
"Denmark","Europe","845.138534","15.7363844","2002"
"Denmark","Europe","877.219853","16.2857218","2003"
"Denmark","Europe","925.205296","17.1312601","2004"
"Denmark","Europe","965.474559","17.8262141","2005"
"Denmark","Europe","997.944516","18.361886","2006"
"Denmark","Europe","1019.95793","18.683567","2007"
"Denmark","Europe","1028.56065","18.7335635","2008"
"Denmark","Europe","1022.46295","18.5269658","2009"
"Denmark","Europe","1006.20827","18.1558599","2010"
"Denmark","Europe","990.746027","17.8072576","2011"
"Denmark","Europe","974.133149","17.4443434","2012"
"Denmark","Europe","963.035391","17.1743155","2013"
"Denmark","Europe","941.245754","16.698342","2014"
"Denmark","Europe","943.122428","16.6085908","2015"
"Denmark","Europe","944.94172","16.5072603","2016"
"Djibouti","Africa","4.9736816","0.8385449","1990"
"Djibouti","Africa","5.22494919","0.84966548","1991"
"Djibouti","Africa","5.43838699","0.8561382","1992"
"Djibouti","Africa","5.63959351","0.86185114","1993"
"Djibouti","Africa","5.86243098","0.87188786","1994"
"Djibouti","Africa","6.08329621","0.88259634","1995"
"Djibouti","Africa","6.31629588","0.89324484","1996"
"Djibouti","Africa","6.53331155","0.90278023","1997"
"Djibouti","Africa","6.73731234","0.91149747","1998"
"Djibouti","Africa","6.83189098","0.90603357","1999"
"Djibouti","Africa","6.92969699","0.90136104","2000"
"Djibouti","Africa","7.04702587","0.89999519","2001"
"Djibouti","Africa","7.22151078","0.90631365","2002"
"Djibouti","Africa","7.43174119","0.91712985","2003"
"Djibouti","Africa","7.645687","0.92833926","2004"
"Djibouti","Africa","7.8881546","0.94288676","2005"
"Djibouti","Africa","8.12808208","0.95822927","2006"
"Djibouti","Africa","8.46360741","0.98346713","2007"
"Djibouti","Africa","8.80585942","1.00815175","2008"
"Djibouti","Africa","9.12900833","1.02985859","2009"
"Djibouti","Africa","9.44936838","1.05108455","2010"
"Djibouti","Africa","9.77301658","1.07273877","2011"
"Djibouti","Africa","10.119412","1.09639213","2012"
"Djibouti","Africa","10.455563","1.11864648","2013"
"Djibouti","Africa","10.7766795","1.13887419","2014"
"Djibouti","Africa","11.1564501","1.16470529","2015"
"Djibouti","Africa","11.5015429","1.1866437","2016"
"Dominica","North America","2.91169681","4.27209194","1990"
"Dominica","North America","2.96342009","4.33966563","1991"
"Dominica","North America","3.00458451","4.38747556","1992"
"Dominica","North America","3.02546686","4.40731152","1993"
"Dominica","North America","3.05464998","4.42111172","1994"
"Dominica","North America","3.11772725","4.48555835","1995"
"Dominica","North America","3.21874665","4.65937377","1996"
"Dominica","North America","3.1738912","4.64655774","1997"
"Dominica","North America","3.07039372","4.52384426","1998"
"Dominica","North America","2.92391796","4.30629257","1999"
"Dominica","North America","2.76666637","4.06307195","2000"
"Dominica","North America","2.66077281","3.89819526","2001"
"Dominica","North America","2.74575382","4.01206624","2002"
"Dominica","North America","2.82671901","4.1224103","2003"
"Dominica","North America","2.91646544","4.24300854","2004"
"Dominica","North America","2.96427189","4.30165083","2005"
"Dominica","North America","2.98721019","4.327603","2006"
"Dominica","North America","3.0071314","4.34910963","2007"
"Dominica","North America","3.07513738","4.43998018","2008"
"Dominica","North America","3.1484726","4.53764883","2009"
"Dominica","North America","3.19804781","4.6001137","2010"
"Dominica","North America","3.17443496","4.55696017","2011"
"Dominica","North America","3.14100114","4.49911083","2012"
"Dominica","North America","3.20819022","4.58459334","2013"
"Dominica","North America","3.10753064","4.43034159","2014"
"Dominica","North America","3.28818001","4.67817871","2015"
"Dominica","North America","3.54239869","4.76903633","2016"
"Dominican Republic","North America","137.41832","1.9369029","1990"
"Dominican Republic","North America","140.793793","1.94216296","1991"
"Dominican Republic","North America","143.373766","1.93636158","1992"
"Dominican Republic","North America","145.679198","1.92720673","1993"
"Dominican Republic","North America","147.375609","1.91070142","1994"
"Dominican Republic","North America","148.444578","1.88702421","1995"
"Dominican Republic","North America","149.433201","1.86510717","1996"
"Dominican Republic","North America","150.791304","1.84848393","1997"
"Dominican Republic","North America","153.543495","1.84940298","1998"
"Dominican Republic","North America","156.021883","1.84796529","1999"
"Dominican Republic","North America","153.950511","1.79473475","2000"
"Dominican Republic","North America","151.948918","1.74378584","2001"
"Dominican Republic","North America","150.968878","1.70759127","2002"
"Dominican Republic","North America","150.986475","1.68440102","2003"
"Dominican Republic","North America","151.137208","1.66337006","2004"
"Dominican Republic","North America","151.330962","1.64297938","2005"
"Dominican Republic","North America","152.101517","1.63072119","2006"
"Dominican Republic","North America","150.815876","1.59613721","2007"
"Dominican Republic","North America","150.815179","1.57503129","2008"
"Dominican Republic","North America","151.031361","1.55657688","2009"
"Dominican Republic","North America","151.91206","1.54564769","2010"
"Dominican Republic","North America","151.864378","1.525691","2011"
"Dominican Republic","North America","156.195572","1.55015399","2012"
"Dominican Republic","North America","162.626184","1.59520173","2013"
"Dominican Republic","North America","168.786645","1.6371742","2014"
"Dominican Republic","North America","175.307469","1.68211037","2015"
"Dominican Republic","North America","182.115165","1.72943158","2016"
"Ecuador","South America","473.335776","4.58274593","1990"
"Ecuador","South America","483.074645","4.57259711","1991"
"Ecuador","South America","479.75354","4.4384647","1992"
"Ecuador","South America","471.268759","4.26079806","1993"
"Ecuador","South America","469.960571","4.15405447","1994"
"Ecuador","South America","456.551902","3.94810962","1995"
"Ecuador","South America","460.712328","3.90138361","1996"
"Ecuador","South America","507.92937","4.21576857","1997"
"Ecuador","South America","527.092632","4.291452","1998"
"Ecuador","South America","553.638147","4.42508516","1999"
"Ecuador","South America","561.090376","4.40506605","2000"
"Ecuador","South America","559.568722","4.31980291","2001"
"Ecuador","South America","551.628479","4.1880717","2002"
"Ecuador","South America","547.501976","4.08800076","2003"
"Ecuador","South America","540.649596","3.97000632","2004"
"Ecuador","South America","537.709398","3.88311739","2005"
"Ecuador","South America","527.467239","3.74387482","2006"
"Ecuador","South America","524.172805","3.65787449","2007"
"Ecuador","South America","535.560133","3.67535747","2008"
"Ecuador","South America","542.126373","3.65915984","2009"
"Ecuador","South America","548.40091","3.64073243","2010"
"Ecuador","South America","563.885399","3.68520993","2011"
"Ecuador","South America","547.538046","3.5215679","2012"
"Ecuador","South America","545.559833","3.45243305","2013"
"Ecuador","South America","547.592018","3.41011707","2014"
"Ecuador","South America","578.190093","3.54489068","2015"
"Ecuador","South America","601.53932","3.63190953","2016"
"Egypt","Africa","127.026806","0.22902401","1990"
"Egypt","Africa","130.179129","0.22961325","1991"
"Egypt","Africa","131.567256","0.22684343","1992"
"Egypt","Africa","137.165485","0.2311228","1993"
"Egypt","Africa","142.615326","0.23501013","1994"
"Egypt","Africa","145.545926","0.23481189","1995"
"Egypt","Africa","150.90905","0.2381641","1996"
"Egypt","Africa","156.364661","0.24189983","1997"
"Egypt","Africa","159.205793","0.2417426","1998"
"Egypt","Africa","162.867082","0.24278044","1999"
"Egypt","Africa","165.176298","0.24159693","2000"
"Egypt","Africa","173.236839","0.24882077","2001"
"Egypt","Africa","178.681034","0.25194971","2002"
"Egypt","Africa","184.268828","0.25501165","2003"
"Egypt","Africa","188.542292","0.25608267","2004"
"Egypt","Africa","192.743181","0.25695181","2005"
"Egypt","Africa","198.99909","0.26086773","2006"
"Egypt","Africa","202.459699","0.26061001","2007"
"Egypt","Africa","208.588931","0.263348","2008"
"Egypt","Africa","216.014074","0.26736922","2009"
"Egypt","Africa","222.15027","0.26960627","2010"
"Egypt","Africa","227.974712","0.27098118","2011"
"Egypt","Africa","234.180086","0.27313846","2012"
"Egypt","Africa","236.813534","0.27143251","2013"
"Egypt","Africa","242.226989","0.27287603","2014"
"Egypt","Africa","249.2596","0.27583724","2015"
"Egypt","Africa","254.683776","0.27778947","2016"
"El Salvador","North America","955.258089","18.2596328","1990"
"El Salvador","North America","993.83634","18.7417275","1991"
"El Salvador","North America","1021.69582","19.0100038","1992"
"El Salvador","North America","1031.96499","18.9494449","1993"
"El Salvador","North America","1023.04947","18.5509112","1994"
"El Salvador","North America","1012.07306","18.1374104","1995"
"El Salvador","North America","994.17333","17.6396943","1996"
"El Salvador","North America","994.294748","17.4772578","1997"
"El Salvador","North America","975.791742","17.0012081","1998"
"El Salvador","North America","944.793985","16.3276717","1999"
"El Salvador","North America","925.715645","15.8782401","2000"
"El Salvador","North America","907.396157","15.4560738","2001"
"El Salvador","North America","896.755237","15.1796332","2002"
"El Salvador","North America","891.22953","14.9994137","2003"
"El Salvador","North America","891.866032","14.9325879","2004"
"El Salvador","North America","890.047019","14.8323681","2005"
"El Salvador","North America","890.806804","14.7763388","2006"
"El Salvador","North America","893.932881","14.7771842","2007"
"El Salvador","North America","887.389364","14.6281953","2008"
"El Salvador","North America","874.377692","14.3790039","2009"
"El Salvador","North America","857.762663","14.0729541","2010"
"El Salvador","North America","850.013526","13.9290186","2011"
"El Salvador","North America","854.155347","13.972464","2012"
"El Salvador","North America","867.524396","14.1589535","2013"
"El Salvador","North America","874.725905","14.2440242","2014"
"El Salvador","North America","880.667765","14.3130927","2015"
"El Salvador","North America","888.475405","14.4126865","2016"
"Equatorial Guinea","Africa","11.6770184","3.124304","1990"
"Equatorial Guinea","Africa","12.0112047","3.11969375","1991"
"Equatorial Guinea","Africa","12.2565624","3.0829869","1992"
"Equatorial Guinea","Africa","12.6793999","3.08431161","1993"
"Equatorial Guinea","Africa","12.9564154","3.04765518","1994"
"Equatorial Guinea","Africa","13.3677655","3.04332369","1995"
"Equatorial Guinea","Africa","13.9951499","3.08198383","1996"
"Equatorial Guinea","Africa","14.0249216","2.99178274","1997"
"Equatorial Guinea","Africa","14.2477075","2.94652739","1998"
"Equatorial Guinea","Africa","13.8854241","2.78427554","1999"
"Equatorial Guinea","Africa","13.5976418","2.64255927","2000"
"Equatorial Guinea","Africa","13.0453766","2.45838715","2001"
"Equatorial Guinea","Africa","12.5187984","2.28528806","2002"
"Equatorial Guinea","Africa","12.5757993","2.22253483","2003"
"Equatorial Guinea","Africa","12.4030079","2.12265398","2004"
"Equatorial Guinea","Africa","12.6435891","2.0970408","2005"
"Equatorial Guinea","Africa","13.2131626","2.1269069","2006"
"Equatorial Guinea","Africa","13.3445513","2.08532957","2007"
"Equatorial Guinea","Africa","13.4875679","2.04640219","2008"
"Equatorial Guinea","Africa","14.1411424","2.08278416","2009"
"Equatorial Guinea","Africa","14.1495871","2.02241127","2010"
"Equatorial Guinea","Africa","14.0116779","1.94516396","2011"
"Equatorial Guinea","Africa","14.1083421","1.90079074","2012"
"Equatorial Guinea","Africa","14.2751961","1.86559706","2013"
"Equatorial Guinea","Africa","15.1498204","1.92023476","2014"
"Equatorial Guinea","Africa","15.6027325","1.91877189","2015"
"Equatorial Guinea","Africa","16.2167051","1.9360673","2016"
"Eritrea","Africa","36.9644617","1.18162375","1990"
"Eritrea","Africa","37.0174018","1.17492988","1991"
"Eritrea","Africa","35.8598363","1.13510144","1992"
"Eritrea","Africa","34.9254262","1.10505687","1993"
"Eritrea","Africa","34.8713867","1.10210429","1994"
"Eritrea","Africa","34.8994008","1.09848613","1995"
"Eritrea","Africa","35.4844455","1.10198148","1996"
"Eritrea","Africa","36.2694822","1.10631601","1997"
"Eritrea","Africa","37.202394","1.10971708","1998"
"Eritrea","Africa","37.770265","1.09822581","1999"
"Eritrea","Africa","38.6258252","1.09171662","2000"
"Eritrea","Africa","39.8398807","1.09003235","2001"
"Eritrea","Africa","41.4889037","1.09682652","2002"
"Eritrea","Africa","43.1622921","1.10172663","2003"
"Eritrea","Africa","44.9870057","1.10979042","2004"
"Eritrea","Africa","46.9306432","1.12119629","2005"
"Eritrea","Africa","48.4559448","1.12840794","2006"
"Eritrea","Africa","50.0767235","1.1382626","2007"
"Eritrea","Africa","51.7651999","1.1500547","2008"
"Eritrea","Africa","53.3130923","1.15883615","2009"
"Eritrea","Africa","55.2796579","1.17647108","2010"
"Eritrea","Africa","56.9379537","1.18727316","2011"
"Eritrea","Africa","59.0029267","1.20511088","2012"
"Eritrea","Africa","61.0964966","1.22205097","2013"
"Eritrea","Africa","63.3884855","1.24160361","2014"
"Eritrea","Africa","66.0573827","1.26712324","2015"
"Eritrea","Africa","68.9647989","1.29321616","2016"
"Estonia","Europe","442.875819","28.2262261","1990"
"Estonia","Europe","462.918764","29.6044683","1991"
"Estonia","Europe","458.01021","29.7587068","1992"
"Estonia","Europe","472.917778","31.4500309","1993"
"Estonia","Europe","476.908488","32.3272278","1994"
"Estonia","Europe","434.140347","29.8885527","1995"
"Estonia","Europe","367.540911","25.6257506","1996"
"Estonia","Europe","356.065573","25.0529258","1997"
"Estonia","Europe","374.584513","26.5409215","1998"
"Estonia","Europe","372.486516","26.5314368","1999"
"Estonia","Europe","390.95661","27.9788664","2000"
"Estonia","Europe","420.322353","30.2686564","2001"
"Estonia","Europe","403.94326","29.2689925","2002"
"Estonia","Europe","402.776725","29.3689369","2003"
"Estonia","Europe","409.287594","30.0242365","2004"
"Estonia","Europe","407.419793","30.0564722","2005"
"Estonia","Europe","404.432029","30.0031564","2006"
"Estonia","Europe","416.638414","31.0458196","2007"
"Estonia","Europe","384.510547","28.7382958","2008"
"Estonia","Europe","372.404856","27.89878","2009"
"Estonia","Europe","348.022973","26.1470118","2010"
"Estonia","Europe","358.503641","27.0374196","2011"
"Estonia","Europe","365.353363","27.6610881","2012"
"Estonia","Europe","331.110493","25.1550581","2013"
"Estonia","Europe","334.650624","25.4391136","2014"
"Estonia","Europe","337.622182","25.6586285","2015"
"Estonia","Europe","338.827461","25.7175664","2016"
"Ethiopia","Africa","988.440657","2.11964346","1990"
"Ethiopia","Africa","1006.30723","2.08415571","1991"
"Ethiopia","Africa","1024.72534","2.04666976","1992"
"Ethiopia","Africa","1048.30931","2.01830057","1993"
"Ethiopia","Africa","1079.98957","2.00629029","1994"
"Ethiopia","Africa","1116.98701","2.00629097","1995"
"Ethiopia","Africa","1127.59024","1.96550875","1996"
"Ethiopia","Africa","1155.09817","1.95579518","1997"
"Ethiopia","Africa","1169.22557","1.92422491","1998"
"Ethiopia","Africa","1175.10083","1.87966908","1999"
"Ethiopia","Africa","1196.43838","1.85945825","2000"
"Ethiopia","Africa","1180.26045","1.78430529","2001"
"Ethiopia","Africa","1170.73968","1.71794404","2002"
"Ethiopia","Africa","1175.40445","1.67193272","2003"
"Ethiopia","Africa","1193.71393","1.64541759","2004"
"Ethiopia","Africa","1223.95681","1.63570569","2005"
"Ethiopia","Africa","1265.88039","1.64064371","2006"
"Ethiopia","Africa","1299.1916","1.63364761","2007"
"Ethiopia","Africa","1336.64636","1.63135462","2008"
"Ethiopia","Africa","1386.63419","1.64359105","2009"
"Ethiopia","Africa","1441.18291","1.65995999","2010"
"Ethiopia","Africa","1489.23696","1.66740558","2011"
"Ethiopia","Africa","1538.10516","1.67487326","2012"
"Ethiopia","Africa","1592.87017","1.68765023","2013"
"Ethiopia","Africa","1648.71454","1.69991747","2014"
"Ethiopia","Africa","1704.03327","1.70994123","2015"
"Ethiopia","Africa","1774.28464","1.73402563","2016"
"Fiji","Oceania","4.60760625","0.64047489","1990"
"Fiji","Oceania","4.76944676","0.65802444","1991"
"Fiji","Oceania","4.90293735","0.67018241","1992"
"Fiji","Oceania","5.06589477","0.68514919","1993"
"Fiji","Oceania","5.22458772","0.69888192","1994"
"Fiji","Oceania","5.40621871","0.71561836","1995"
"Fiji","Oceania","5.58099917","0.7335533","1996"
"Fiji","Oceania","5.76137882","0.75113714","1997"
"Fiji","Oceania","5.69524304","0.73644585","1998"
"Fiji","Oceania","5.93686917","0.76225717","1999"
"Fiji","Oceania","5.9918411","0.76500091","2000"
"Fiji","Oceania","6.06700957","0.76988883","2001"
"Fiji","Oceania","6.16669556","0.78023113","2002"
"Fiji","Oceania","6.41502386","0.81051133","2003"
"Fiji","Oceania","6.20816146","0.78277298","2004"
"Fiji","Oceania","6.04182064","0.75885257","2005"
"Fiji","Oceania","5.89360364","0.7367621","2006"
"Fiji","Oceania","5.79075519","0.71860548","2007"
"Fiji","Oceania","5.6765048","0.6979615","2008"
"Fiji","Oceania","5.57343781","0.67878723","2009"
"Fiji","Oceania","5.53505609","0.66822484","2010"
"Fiji","Oceania","5.42822695","0.65140444","2011"
"Fiji","Oceania","5.57167667","0.66414028","2012"
"Fiji","Oceania","5.7685098","0.68278139","2013"
"Fiji","Oceania","5.98064812","0.70306647","2014"
"Fiji","Oceania","6.1859296","0.72257035","2015"
"Fiji","Oceania","6.3903827","0.74145964","2016"
"Finland","Europe","414.038035","8.3016341","1990"
"Finland","Europe","427.790695","8.52926756","1991"
"Finland","Europe","436.716366","8.65993847","1992"
"Finland","Europe","457.13494","9.02242222","1993"
"Finland","Europe","489.837782","9.627521","1994"
"Finland","Europe","543.205046","10.6377524","1995"
"Finland","Europe","650.76311","12.7050824","1996"
"Finland","Europe","708.652478","13.7955101","1997"
"Finland","Europe","780.188162","15.1483647","1998"
"Finland","Europe","826.077804","16.0015628","1999"
"Finland","Europe","854.571254","16.5175101","2000"
"Finland","Europe","871.247458","16.7990739","2001"
"Finland","Europe","881.299303","16.9490846","2002"
"Finland","Europe","920.049564","17.649553","2003"
"Finland","Europe","970.997238","18.5739613","2004"
"Finland","Europe","1006.07414","19.1786673","2005"
"Finland","Europe","1026.93759","19.5012083","2006"
"Finland","Europe","1036.22159","19.5970879","2007"
"Finland","Europe","1031.95008","19.428135","2008"
"Finland","Europe","1018.2911","19.081696","2009"
"Finland","Europe","988.389692","18.4395105","2010"
"Finland","Europe","964.817828","17.9199611","2011"
"Finland","Europe","939.909526","17.3777421","2012"
"Finland","Europe","909.266544","16.7384376","2013"
"Finland","Europe","877.145207","16.0822103","2014"
"Finland","Europe","861.961785","15.7472254","2015"
"Finland","Europe","858.282393","15.5844797","2016"
"France","Europe","3574.9029","6.30223479","1990"
"France","Europe","3555.48263","6.23889497","1991"
"France","Europe","3552.57398","6.20597946","1992"
"France","Europe","3577.3405","6.22453","1993"
"France","Europe","3592.87696","6.22957687","1994"
"France","Europe","3591.48891","6.20606232","1995"
"France","Europe","3611.12384","6.21987329","1996"
"France","Europe","3645.299","6.2578052","1997"
"France","Europe","3791.69018","6.48623316","1998"
"France","Europe","3982.00198","6.77929372","1999"
"France","Europe","4214.15661","7.12913042","2000"
"France","Europe","4357.60669","7.3214725","2001"
"France","Europe","4473.21896","7.46489868","2002"
"France","Europe","4609.81062","7.64147588","2003"
"France","Europe","4678.22815","7.70149184","2004"
"France","Europe","4797.64541","7.84000329","2005"
"France","Europe","4882.00391","7.92089436","2006"
"France","Europe","4980.80569","8.03035805","2007"
"France","Europe","5095.44382","8.16904256","2008"
"France","Europe","5185.26094","8.27041234","2009"
"France","Europe","5282.79287","8.38558896","2010"
"France","Europe","5371.83787","8.48613568","2011"
"France","Europe","5417.27532","8.51891967","2012"
"France","Europe","5421.70079","8.49006155","2013"
"France","Europe","5370.80547","8.37398968","2014"
"France","Europe","5419.6887","8.39857505","2015"
"France","Europe","5460.26017","8.40827843","2016"
"Georgia","Europe","191.820976","3.50998887","1990"
"Georgia","Europe","193.662014","3.57573907","1991"
"Georgia","Europe","197.526984","3.70164072","1992"
"Georgia","Europe","188.676891","3.6052633","1993"
"Georgia","Europe","179.026054","3.49114079","1994"
"Georgia","Europe","175.776223","3.4918861","1995"
"Georgia","Europe","162.154883","3.27281054","1996"
"Georgia","Europe","158.146996","3.23617686","1997"
"Georgia","Europe","160.5299","3.32348509","1998"
"Georgia","Europe","149.658667","3.13105803","1999"
"Georgia","Europe","136.41879","2.88265838","2000"
"Georgia","Europe","120.964102","2.58260008","2001"
"Georgia","Europe","109.332239","2.35872345","2002"
"Georgia","Europe","99.0095422","2.15494264","2003"
"Georgia","Europe","89.0794313","1.95571747","2004"
"Georgia","Europe","84.942644","1.88107056","2005"
"Georgia","Europe","79.2667006","1.77671424","2006"
"Georgia","Europe","85.1894225","1.92973596","2007"
"Georgia","Europe","89.2701146","2.0417528","2008"
"Georgia","Europe","92.1944153","2.12833341","2009"
"Georgia","Europe","95.9881794","2.23748011","2010"
"Georgia","Europe","99.4415502","2.34755182","2011"
"Georgia","Europe","104.528728","2.49680942","2012"
"Georgia","Europe","106.739624","2.58034903","2013"
"Georgia","Europe","112.045053","2.7366617","2014"
"Georgia","Europe","109.714062","2.70204053","2015"
"Georgia","Europe","109.637301","2.71452127","2016"
"Germany","Europe","6797.08663","8.58607291","1990"
"Germany","Europe","7037.16431","8.84675243","1991"
"Germany","Europe","7235.06581","9.03672596","1992"
"Germany","Europe","7442.30622","9.24317816","1993"
"Germany","Europe","7607.29068","9.42117551","1994"
"Germany","Europe","7719.31569","9.5339969","1995"
"Germany","Europe","7801.38592","9.61073522","1996"
"Germany","Europe","7812.63869","9.61639372","1997"
"Germany","Europe","7782.08436","9.58265615","1998"
"Germany","Europe","7665.24929","9.43940529","1999"
"Germany","Europe","7526.67593","9.26588602","2000"
"Germany","Europe","7384.14352","9.0846154","2001"
"Germany","Europe","7288.17348","8.95890738","2002"
"Germany","Europe","7236.45346","8.89790246","2003"
"Germany","Europe","7164.35624","8.8163981","2004"
"Germany","Europe","7174.97201","8.83876786","2005"
"Germany","Europe","7128.97974","8.79766269","2006"
"Germany","Europe","7143.92913","8.83504371","2007"
"Germany","Europe","7183.53118","8.90493946","2008"
"Germany","Europe","7182.20207","8.92472863","2009"
"Germany","Europe","7189.27103","8.94939717","2010"
"Germany","Europe","7143.76535","8.89915949","2011"
"Germany","Europe","7137.69943","8.88172976","2012"
"Germany","Europe","7201.42779","8.93766703","2013"
"Germany","Europe","7182.6411","8.86637118","2014"
"Germany","Europe","7200.88372","8.83486883","2015"
"Germany","Europe","7236.86628","8.82022133","2016"
"Ghana","Africa","128.798399","0.88162122","1990"
"Ghana","Africa","134.89827","0.89883779","1991"
"Ghana","Africa","141.995562","0.92105813","1992"
"Ghana","Africa","145.754039","0.92073614","1993"
"Ghana","Africa","152.472144","0.93872007","1994"
"Ghana","Africa","159.489088","0.95793999","1995"
"Ghana","Africa","163.518423","0.96011703","1996"
"Ghana","Africa","171.838938","0.98673605","1997"
"Ghana","Africa","173.864729","0.97636117","1998"
"Ghana","Africa","180.687315","0.99185189","1999"
"Ghana","Africa","186.385372","0.99936595","2000"
"Ghana","Africa","202.838874","1.06095306","2001"
"Ghana","Africa","221.788228","1.13083256","2002"
"Ghana","Africa","245.109929","1.21722375","2003"
"Ghana","Africa","274.236822","1.32554614","2004"
"Ghana","Africa","306.795763","1.44256074","2005"
"Ghana","Africa","344.052967","1.57455938","2006"
"Ghana","Africa","387.917298","1.72615549","2007"
"Ghana","Africa","393.327536","1.70072008","2008"
"Ghana","Africa","407.598194","1.71269892","2009"
"Ghana","Africa","422.961631","1.72825402","2010"
"Ghana","Africa","438.562036","1.74418736","2011"
"Ghana","Africa","455.598856","1.76562301","2012"
"Ghana","Africa","471.273873","1.78288668","2013"
"Ghana","Africa","486.794086","1.79974351","2014"
"Ghana","Africa","502.510966","1.8167936","2015"
"Ghana","Africa","517.970718","1.83427973","2016"
"Greece","Europe","89.317246","0.88368861","1990"
"Greece","Europe","102.921692","1.00927554","1991"
"Greece","Europe","118.286208","1.14791554","1992"
"Greece","Europe","130.855519","1.25664313","1993"
"Greece","Europe","164.912577","1.56695255","1994"
"Greece","Europe","201.124626","1.89193041","1995"
"Greece","Europe","232.023608","2.16724796","1996"
"Greece","Europe","261.95096","2.42996454","1997"
"Greece","Europe","282.834581","2.60749227","1998"
"Greece","Europe","299.371666","2.74516878","1999"
"Greece","Europe","324.728552","2.96405699","2000"
"Greece","Europe","346.614761","3.15604231","2001"
"Greece","Europe","345.714309","3.14232875","2002"
"Greece","Europe","348.528393","3.1593987","2003"
"Greece","Europe","357.031173","3.22797166","2004"
"Greece","Europe","370.024942","3.33644607","2005"
"Greece","Europe","368.233316","3.31365039","2006"
"Greece","Europe","358.550757","3.21954639","2007"
